meeting_id,theme,evidence_count,is_primary
01KQADF3D76E82BF8BA19AF2,Support / Customer Escalation,1,False
01KQAEA50436D047BC39CFC7,Customer Retention / Renewal / Commercial Risk,4,True
01KQAEA50436D047BC39CFC7,Compliance / Audit / Security Assurance,1,False
01KQAEA50436D047BC39CFC7,Product Feedback / Feature Gaps / Roadmap,2,False
01KQAEA50436D047BC39CFC7,Support / Customer Escalation,2,False
01KQAEA50436D047BC39CFC7,Reliability / Incidents / Outages,1,False
01KQAFB8DBF6E1E2FDEF0B75,Compliance / Audit / Security Assurance,11,True
01KQAFB8DBF6E1E2FDEF0B75,Implementation / Onboarding / Adoption,1,False
01KQAFB8DBF6E1E2FDEF0B75,Product Feedback / Feature Gaps / Roadmap,3,False
01KQB3B16F255B65F39597D0,Internal Engineering / Planning / Execution,4,False
01KQB3B16F255B65F39597D0,Compliance / Audit / Security Assurance,6,True
01KQB3B16F255B65F39597D0,Support / Customer Escalation,1,False
01KQB3B16F255B65F39597D0,Product Feedback / Feature Gaps / Roadmap,4,False
01KQB3B16F255B65F39597D0,Reliability / Incidents / Outages,1,False
01KQB632F1ADC378C42F2C03,Customer Retention / Renewal / Commercial Risk,4,True
01KQB632F1ADC378C42F2C03,Compliance / Audit / Security Assurance,2,False
01KQB632F1ADC378C42F2C03,Product Feedback / Feature Gaps / Roadmap,3,False
01KQB632F1ADC378C42F2C03,Reliability / Incidents / Outages,1,False
01KQB632F1ADC378C42F2C03,Support / Customer Escalation,2,False
01KQB95605C6F873C6036285,Compliance / Audit / Security Assurance,9,True
01KQB95605C6F873C6036285,Product Feedback / Feature Gaps / Roadmap,1,False
01KQB95605C6F873C6036285,Reliability / Incidents / Outages,3,False
01KQB95605C6F873C6036285,Customer Retention / Renewal / Commercial Risk,2,False
01KQB95605C6F873C6036285,Support / Customer Escalation,1,False
01KQB95605C6F873C6036285,Implementation / Onboarding / Adoption,1,False
01KQBB7C4D4789DB2F3DA9C2,Implementation / Onboarding / Adoption,2,False
01KQBB7C4D4789DB2F3DA9C2,Compliance / Audit / Security Assurance,2,False
01KQBB7C4D4789DB2F3DA9C2,Support / Customer Escalation,7,True
01KQBB7C4D4789DB2F3DA9C2,Product Feedback / Feature Gaps / Roadmap,3,False
01KQBB7C4D4789DB2F3DA9C2,Reliability / Incidents / Outages,1,False
01KQBB7C4D4789DB2F3DA9C2,Customer Retention / Renewal / Commercial Risk,2,False
01KQBBF753B44DE677670E6D,Reliability / Incidents / Outages,7,True
01KQBBF753B44DE677670E6D,Compliance / Audit / Security Assurance,4,False
01KQBBF753B44DE677670E6D,Product Feedback / Feature Gaps / Roadmap,3,False
01KQBBF753B44DE677670E6D,Support / Customer Escalation,2,False
01KQBBF753B44DE677670E6D,Customer Retention / Renewal / Commercial Risk,2,False
01KQC1267BEB344076DD7656,Reliability / Incidents / Outages,8,True
01KQC1267BEB344076DD7656,Customer Retention / Renewal / Commercial Risk,6,False
01KQC1267BEB344076DD7656,Compliance / Audit / Security Assurance,4,False
01KQC1267BEB344076DD7656,Implementation / Onboarding / Adoption,2,False
01KQC1267BEB344076DD7656,Product Feedback / Feature Gaps / Roadmap,1,False
01KQC166F678CBA584AAFF8B,Identity / Access / Security Controls,4,True
01KQC166F678CBA584AAFF8B,Support / Customer Escalation,3,False
01KQC166F678CBA584AAFF8B,Customer Retention / Renewal / Commercial Risk,4,False
01KQC166F678CBA584AAFF8B,Compliance / Audit / Security Assurance,1,False
01KQC166F678CBA584AAFF8B,Reliability / Incidents / Outages,1,False
01KQC3A2EBC501837E973B16,Implementation / Onboarding / Adoption,6,False
01KQC3A2EBC501837E973B16,Identity / Access / Security Controls,11,True
01KQC3A2EBC501837E973B16,Customer Retention / Renewal / Commercial Risk,2,False
01KQC3A2EBC501837E973B16,Product Feedback / Feature Gaps / Roadmap,2,False
01KQCA6EA8B603EBB6C9FE34,Identity / Access / Security Controls,8,True
01KQCA6EA8B603EBB6C9FE34,Implementation / Onboarding / Adoption,2,False
01KQCA6EA8B603EBB6C9FE34,Customer Retention / Renewal / Commercial Risk,4,False
01KQCA6EA8B603EBB6C9FE34,Product Feedback / Feature Gaps / Roadmap,3,False
01KQCA6EA8B603EBB6C9FE34,Reliability / Incidents / Outages,1,False
01KQCA6EA8B603EBB6C9FE34,Support / Customer Escalation,3,False
01KQCF9872BF130D33B1B5EC,Product Feedback / Feature Gaps / Roadmap,3,False
01KQCF9872BF130D33B1B5EC,Internal Engineering / Planning / Execution,2,False
01KQCF9872BF130D33B1B5EC,Compliance / Audit / Security Assurance,4,True
01KQCF9872BF130D33B1B5EC,Support / Customer Escalation,2,False
01KQCF9872BF130D33B1B5EC,Reliability / Incidents / Outages,2,False
01KQCF9872BF130D33B1B5EC,Implementation / Onboarding / Adoption,2,False
01KQD1270E98A7DFC55ADCF8,Reliability / Incidents / Outages,3,True
01KQD1270E98A7DFC55ADCF8,Internal Engineering / Planning / Execution,2,False
01KQD1270E98A7DFC55ADCF8,Support / Customer Escalation,1,False
01KQD1270E98A7DFC55ADCF8,Customer Retention / Renewal / Commercial Risk,2,False
01KQD1270E98A7DFC55ADCF8,Product Feedback / Feature Gaps / Roadmap,2,False
01KQD1270E98A7DFC55ADCF8,Implementation / Onboarding / Adoption,1,False
01KQD199788883B6F18C81E8,Customer Retention / Renewal / Commercial Risk,1,False
01KQD199788883B6F18C81E8,Compliance / Audit / Security Assurance,1,False
01KQD199788883B6F18C81E8,Reliability / Incidents / Outages,1,False
01KQD199788883B6F18C81E8,Product Feedback / Feature Gaps / Roadmap,4,True
01KQD199788883B6F18C81E8,Identity / Access / Security Controls,1,False
01KQD4D9DEBA2D55AC2AA9F5,Customer Retention / Renewal / Commercial Risk,2,True
01KQD4D9DEBA2D55AC2AA9F5,Compliance / Audit / Security Assurance,1,False
01KQD4D9DEBA2D55AC2AA9F5,Product Feedback / Feature Gaps / Roadmap,2,False
01KQD4D9DEBA2D55AC2AA9F5,Reliability / Incidents / Outages,2,False
01KQD4D9DEBA2D55AC2AA9F5,Support / Customer Escalation,1,False
01KQDD5172176D02DB51360A,Reliability / Incidents / Outages,7,True
01KQDD5172176D02DB51360A,Compliance / Audit / Security Assurance,4,False
01KQDD5172176D02DB51360A,Support / Customer Escalation,3,False
01KQDD5172176D02DB51360A,Customer Retention / Renewal / Commercial Risk,2,False
01KQE110900B8A65D80AE694,Reliability / Incidents / Outages,9,True
01KQE110900B8A65D80AE694,Support / Customer Escalation,1,False
01KQE110900B8A65D80AE694,Product Feedback / Feature Gaps / Roadmap,1,False
01KQEDB92E33CF9945A7F71B,Reliability / Incidents / Outages,6,True
01KQEDB92E33CF9945A7F71B,Customer Retention / Renewal / Commercial Risk,5,False
01KQEDB92E33CF9945A7F71B,Product Feedback / Feature Gaps / Roadmap,3,False
01KQEDB92E33CF9945A7F71B,Support / Customer Escalation,1,False
01KQEDE682B4A8D67C657CF1,Customer Retention / Renewal / Commercial Risk,4,True
01KQEDE682B4A8D67C657CF1,Reliability / Incidents / Outages,3,False
01KQEDE682B4A8D67C657CF1,Implementation / Onboarding / Adoption,1,False
01KQEDE682B4A8D67C657CF1,Support / Customer Escalation,2,False
01KQF9600A904ADE8605B3F0,Internal Engineering / Planning / Execution,1,False
01KQF9600A904ADE8605B3F0,Reliability / Incidents / Outages,2,True
01KQF9600A904ADE8605B3F0,Product Feedback / Feature Gaps / Roadmap,2,False
01KQFEEFFF8E80B0DFD10880,Compliance / Audit / Security Assurance,8,True
01KQFEEFFF8E80B0DFD10880,Reliability / Incidents / Outages,4,False
01KQFEEFFF8E80B0DFD10880,Product Feedback / Feature Gaps / Roadmap,1,False
01KQFEEFFF8E80B0DFD10880,Customer Retention / Renewal / Commercial Risk,1,False
01KQFEEFFF8E80B0DFD10880,Support / Customer Escalation,1,False
01KQFEEFFF8E80B0DFD10880,Identity / Access / Security Controls,1,False
01KQFFC0F889AE8CFEE7A00D,Customer Retention / Renewal / Commercial Risk,2,False
01KQFFC0F889AE8CFEE7A00D,Compliance / Audit / Security Assurance,1,False
01KQFFC0F889AE8CFEE7A00D,Reliability / Incidents / Outages,3,False
01KQFFC0F889AE8CFEE7A00D,Product Feedback / Feature Gaps / Roadmap,4,True
01KQFFC0F889AE8CFEE7A00D,Identity / Access / Security Controls,2,False
01KQFFC0F889AE8CFEE7A00D,Support / Customer Escalation,1,False
